Category;Family;StyleName;StyleId
slab serif;Circe Slab;Circe Slab A Narrow;350392
slab serif;Circe Slab;Circe Slab A Medium;350393
slab serif;Circe Slab;Circe Slab A Narrow Medium;350394
slab serif;Circe Slab;Circe Slab B Light;350395
slab serif;Circe Slab;Circe Slab B Narrow Light;350396
slab serif;Circe Slab;Circe Slab B Regular;350397
slab serif;Circe Slab;Circe Slab B Narrow;350398
slab serif;Circe Slab;Circe Slab B Medium;350399
slab serif;Circe Slab;Circe Slab B Bold;350400
slab serif;Circe Slab;Circe Slab B Narrow Medium;350401
slab serif;Circe Slab;Circe Slab C Thin;350402
slab serif;Circe Slab;Circe Slab C Ultra Light;350403
slab serif;Circe Slab;Circe Slab C Extra Light;350404
slab serif;Circe Slab;Circe Slab C Light;350405
slab serif;Circe Slab;Circe Slab C Regular;350406
slab serif;Circe Slab;Circe Slab C Narrow Light;350407
slab serif;Circe Slab;Circe Slab C Narrow;350408
slab serif;Circe Slab;Circe Slab C Medium;350409
slab serif;Circe Slab;Circe Slab C Bold;350410
slab serif;Circe Slab;Circe Slab C Narrow Medium;350411
